,Age,Gender,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Location_Europe,Location_Other,Location_USA,Genre_RPG,Genre_Simulation,Genre_Sports,Genre_Strategy
15421,34,1,0.059309725790559,0,2,17,59,80,46,3,False,False,True,False,False,False,True
15422,44,0,19.831128889733296,0,1,7,158,99,29,2,False,False,True,False,False,True,False
15423,15,0,17.659221877832493,1,1,4,144,77,3,2,True,False,False,False,False,True,False
15424,38,0,23.029355188704734,1,2,11,140,74,43,3,False,False,True,False,False,True,False
15425,38,1,8.937051128622873,0,2,0,63,67,33,1,True,False,False,False,False,False,False
15426,33,1,19.683180716572146,0,2,6,25,40,11,1,False,False,False,True,False,False,False
15427,44,1,17.463851897981247,0,3,18,49,17,30,2,False,True,False,False,False,False,True
15428,40,1,2.802044759946214,0,2,15,67,2,11,2,False,False,False,False,False,False,False
15429,43,0,23.28495924399538,0,1,1,71,58,13,1,False,False,True,False,True,False,False
15430,27,0,3.677551033358496,0,3,12,166,15,26,3,False,False,True,False,True,False,False
15431,18,0,19.93134103983311,0,1,7,39,68,31,2,True,False,False,False,False,True,False
15432,31,0,11.368584363973124,0,2,10,175,51,20,3,False,False,False,False,False,False,False
15433,47,0,14.415781435966124,1,1,9,39,81,17,2,True,False,False,False,False,False,False
15434,19,0,12.38004904552572,0,2,2,97,39,31,1,True,False,False,False,True,False,False
15435,42,0,1.6096251219734734,0,3,7,51,80,6,2,False,False,True,False,False,True,False
15436,38,0,22.734839004458763,0,3,2,161,19,31,2,True,False,False,False,False,True,False
15437,31,0,20.95850916963544,1,1,5,103,51,1,2,False,False,True,False,False,False,True
15438,25,1,14.077495878938368,0,3,6,39,2,21,1,True,False,False,True,False,False,False
15439,26,0,11.766506201467887,0,1,2,101,90,39,2,False,False,False,True,False,False,False
15440,27,0,7.984502981897151,0,2,4,142,91,3,2,False,True,False,False,False,False,True
15441,22,0,4.195095933762998,0,2,19,21,30,32,2,False,False,False,False,True,False,False
15442,15,1,18.78132927438852,0,3,18,96,51,26,3,False,False,False,False,False,True,False
15443,23,0,12.40224102720597,0,3,10,79,84,33,2,False,False,True,False,True,False,False
15444,42,0,16.283410031075746,0,1,16,57,38,35,2,True,False,False,False,True,False,False
15445,16,0,7.0829531143266555,1,1,6,170,71,25,2,False,False,True,False,False,False,False
15446,28,0,21.392690703113665,1,1,16,21,75,45,2,False,False,True,False,False,True,False
15447,27,0,23.47524348516673,0,2,12,131,65,30,3,False,False,False,False,False,True,False
15448,16,0,15.863846849177612,0,1,5,111,72,13,2,False,False,True,False,False,True,False
15449,18,0,20.502575170471506,1,3,17,106,14,3,3,False,False,True,False,False,False,False
15450,26,1,5.622121101002905,0,3,15,102,2,22,3,False,False,True,False,True,False,False
15451,24,0,23.333772875174414,0,1,9,107,93,4,2,False,False,True,False,False,False,True
15452,17,1,5.453842215660999,0,1,8,84,22,16,2,False,False,True,False,False,False,False
15453,18,0,5.48450785341087,0,2,10,52,1,26,1,True,False,False,False,True,False,False
15454,20,0,22.091610111396815,0,1,9,88,32,4,2,False,False,False,True,False,False,False
15455,37,0,6.8453266650117355,0,3,0,91,18,48,1,False,False,False,False,False,False,False
15456,19,1,8.733362534782419,0,1,2,58,39,17,2,True,False,False,False,False,False,True
15457,17,0,20.47918777299545,0,2,16,114,41,8,3,False,False,False,True,False,False,False
15458,24,0,20.58026920695012,0,1,1,139,69,5,1,True,False,False,False,False,False,False
15459,33,0,2.0035051379930255,1,2,18,156,18,39,3,False,True,False,True,False,False,False
15460,28,0,7.675947712344748,1,3,19,110,94,25,3,True,False,False,False,True,False,False
15461,35,0,5.7885553560625125,0,1,9,42,21,28,2,False,False,True,False,True,False,False
15462,42,0,21.556563372096328,0,3,2,110,5,43,1,False,False,False,False,True,False,False
15463,35,1,7.109482627338053,1,3,11,88,12,9,2,False,False,False,False,True,False,False
15464,38,1,5.701240610488839,0,2,7,172,50,24,2,False,False,True,False,True,False,False
15465,31,0,7.058387838534955,1,1,2,18,10,48,1,False,False,True,False,False,False,True
15466,36,1,21.01967425190828,0,1,6,41,89,28,2,True,False,False,False,False,False,True
15467,33,0,4.57337474022664,0,1,0,160,85,25,1,True,False,False,False,False,True,False
15468,24,1,4.428813236149211,0,1,0,93,47,22,1,False,False,False,False,False,False,False
15469,25,1,20.108064214145433,0,2,3,104,9,25,1,True,False,False,False,False,False,True
15470,16,0,4.126466393517115,0,2,9,42,38,13,2,True,False,False,True,False,False,False
15471,47,1,12.065687461012908,0,1,5,172,92,35,2,False,False,True,False,False,False,True
15472,45,0,11.601948359021748,0,1,18,100,12,12,3,False,True,False,True,False,False,False
15473,49,0,0.2631107412572273,1,1,11,16,34,42,1,False,False,True,False,True,False,False
15474,37,1,14.600079615840627,1,1,4,120,4,4,2,True,False,False,False,False,False,False
15475,40,0,16.122655376391407,0,3,19,157,35,19,1,True,False,False,False,False,False,False
15476,39,0,4.851934209073553,0,2,0,132,7,24,3,False,False,True,False,True,False,False
15477,31,0,13.859763812230538,0,1,14,58,80,14,2,False,False,True,False,False,True,False
15478,29,1,3.457514115148274,1,1,19,154,82,11,3,True,False,False,False,False,True,False
15479,18,0,17.778782478506415,0,1,16,53,20,14,2,False,False,True,True,False,False,False
15480,36,0,12.856784886720632,0,1,16,129,97,49,3,False,False,True,False,False,False,False
15481,31,0,9.862599305728864,0,2,8,93,74,8,2,False,False,False,False,False,False,True
15482,36,0,23.076448008074983,1,2,0,30,6,19,1,False,False,True,False,False,True,False
15483,31,1,22.8759356750158,0,3,2,94,41,48,1,True,False,False,False,False,False,True
15484,28,0,0.9134971292171404,0,3,1,114,22,12,1,True,False,False,False,False,True,False
15485,28,1,7.1642640843601795,0,1,8,97,60,4,2,False,False,False,True,False,False,False
15486,31,1,5.765047620588188,0,1,13,159,39,36,3,False,False,True,False,False,False,False
15487,22,0,22.87587553497902,0,3,18,25,84,22,2,True,False,False,False,False,False,True
15488,48,0,4.415344494081864,0,3,18,75,81,28,3,False,False,True,True,False,False,False
15489,40,1,1.3133513022590568,0,1,8,133,73,42,2,False,False,False,False,False,False,True
15490,44,0,4.846346806689112,0,3,12,100,79,4,2,True,False,False,False,False,False,False
15491,36,1,18.055379224420513,0,2,2,177,73,14,2,False,False,True,True,False,False,False
15492,30,1,12.336668907660512,1,2,8,62,73,28,2,False,False,True,False,False,False,False
15493,44,1,23.214728085293228,0,1,15,26,36,10,2,False,False,True,False,False,False,False
15494,30,1,19.481875605715295,0,2,17,54,17,27,2,False,False,False,False,True,False,False
15495,38,0,4.731600950054268,1,1,6,59,6,9,2,True,False,False,False,False,False,False
15496,49,0,9.06387705318701,0,1,7,83,7,1,2,False,False,True,False,False,True,False
15497,20,0,19.56046049671837,0,2,19,160,58,23,3,False,False,True,False,False,True,False
15498,18,0,17.662884663101224,0,1,12,35,59,35,3,False,True,False,False,False,False,True
15499,32,0,7.9288979255927075,1,1,5,36,11,30,1,False,False,False,False,False,False,False
15500,20,0,14.155368054404132,0,3,19,91,60,34,3,False,False,True,True,False,False,False
15501,40,0,14.028770419891712,1,2,1,84,12,24,1,True,False,False,False,False,False,True
15502,41,0,21.08663296962475,0,1,17,164,79,25,2,True,False,False,False,True,False,False
15503,25,0,0.5050882233079035,0,2,9,151,26,45,2,True,False,False,False,False,False,False
15504,30,0,6.214157338209299,0,2,4,42,93,39,2,False,False,True,False,False,False,True
15505,33,0,17.068557299998364,1,1,10,163,56,19,3,False,False,True,False,False,False,True
15506,29,1,15.540800074615255,0,1,2,168,6,30,2,False,False,True,False,False,False,False
15507,40,0,8.195162689539362,0,1,1,113,87,24,1,False,False,True,False,False,False,False
15508,45,1,20.618328439607808,0,3,16,119,74,26,3,False,False,True,True,False,False,False
15509,33,1,17.64025363780324,0,1,6,134,91,26,2,False,False,True,False,False,True,False
15510,38,1,14.37617888053817,0,3,9,112,87,22,2,True,False,False,False,True,False,False
15511,23,0,5.890921524893267,0,1,1,120,6,42,1,True,False,False,False,False,False,False
15512,37,1,7.1485226702559626,0,1,2,65,5,12,1,False,False,True,False,False,False,False
15513,18,0,15.506737257759756,0,1,13,66,35,16,2,True,False,False,False,False,True,False
15514,24,1,23.15934033879782,0,3,1,174,80,2,1,False,False,True,False,False,False,False
15515,23,0,20.482080138144347,0,2,0,118,73,35,1,False,False,True,False,False,True,False
15516,33,1,5.01596405513714,1,3,0,33,16,32,1,False,False,True,False,False,True,False
15517,29,1,17.94845017276715,0,2,3,92,81,8,1,True,False,False,False,False,True,False
15518,48,0,22.482538699437203,0,1,2,91,40,49,1,False,False,True,False,False,False,False
15519,33,1,2.3613918335689856,0,1,12,114,92,40,3,True,False,False,True,False,False,False
15520,35,0,16.317486110447586,1,2,15,123,98,11,3,False,False,True,True,False,False,False
15521,48,0,2.034922499878273,0,1,3,172,30,36,2,False,False,False,False,False,False,False
15522,31,0,0.1127631708744463,0,1,8,83,73,25,2,False,False,True,False,False,True,False
15523,32,0,23.409811236031143,0,2,3,85,39,14,1,False,False,True,False,False,True,False
15524,31,0,5.025146865002252,0,1,12,134,60,8,3,False,False,False,True,False,False,False
15525,16,0,19.186662083425944,0,3,17,29,35,25,2,False,False,False,False,False,False,True
15526,15,0,13.395258552744044,0,1,17,176,37,34,3,False,False,True,False,True,False,False
15527,24,1,15.116597792045164,0,1,9,106,72,32,2,False,False,True,False,False,True,False
15528,19,0,3.63603959408894,0,2,17,149,3,30,3,True,False,False,False,False,False,False
15529,26,0,18.168316290490655,0,1,7,133,55,6,2,True,False,False,True,False,False,False
15530,45,0,8.121442275402304,0,3,10,33,13,20,2,False,False,False,False,False,False,True
15531,23,0,14.477424695351484,0,3,2,123,47,2,1,True,False,False,False,True,False,False
15532,40,1,9.570108419194693,0,1,14,62,47,39,2,False,False,False,False,False,False,False
15533,29,0,4.30351170572419,0,2,3,98,87,48,2,True,False,False,False,False,False,True
15534,30,0,3.255907155374187,0,2,14,26,50,23,2,True,False,False,False,False,True,False
15535,27,1,9.428469661696155,0,2,0,138,33,16,1,True,False,False,False,False,False,False
15536,39,0,0.1775760438892586,0,1,10,137,52,22,3,False,False,False,True,False,False,False
15537,44,0,23.133628064456108,0,2,13,152,15,9,1,False,False,True,False,False,False,False
15538,21,1,6.879022405434631,0,2,1,19,76,43,1,False,False,True,False,False,False,False
15539,18,0,16.212508910263104,0,1,14,30,10,12,2,False,False,False,False,False,False,True
15540,44,1,13.73379606204924,0,1,1,33,24,26,1,False,False,False,False,False,False,True
15541,24,0,17.539698519517017,0,3,5,13,24,36,1,False,False,False,False,False,True,False
15542,44,0,19.887758779580267,0,1,3,97,77,16,2,False,False,True,True,False,False,False
15543,21,0,21.032509469217626,0,2,8,61,62,5,2,True,False,False,True,False,False,False
15544,49,0,16.091237878031244,0,3,12,178,57,25,3,True,False,False,True,False,False,False
15545,38,1,9.313377382883274,0,2,16,16,66,22,1,False,False,False,False,True,False,False
15546,34,0,11.854480997661549,1,1,19,92,61,8,3,True,False,False,True,False,False,False
15547,46,1,8.80255783254039,1,1,19,68,28,31,2,True,False,False,False,False,False,False
15548,40,0,22.808612978908094,0,1,10,24,33,17,1,False,False,True,False,False,False,False
15549,40,0,7.68950539232598,0,1,3,21,40,36,1,False,False,False,False,False,False,False
15550,49,1,6.353616592348001,0,1,15,58,45,6,2,False,True,False,False,True,False,False
15551,49,0,13.167036501306791,0,1,19,91,65,41,3,True,False,False,False,False,False,False
15552,26,0,2.2882170336077854,0,1,9,129,71,41,2,True,False,False,False,False,False,True
15553,47,0,21.227945934780465,1,3,11,79,80,30,2,False,False,True,False,True,False,False
15554,28,0,23.659959013793685,0,3,19,134,22,35,3,False,False,True,False,False,False,True
15555,47,0,8.361593026370496,0,1,6,74,56,42,2,True,False,False,False,True,False,False
15556,38,1,2.7809880993808447,0,1,8,61,73,39,2,False,False,True,False,False,False,False
15557,29,1,6.6592827432673145,0,1,8,83,49,6,2,True,False,False,False,False,True,False
15558,45,1,10.052500828597012,0,3,2,164,79,26,2,True,False,False,True,False,False,False
15559,31,1,20.12781778435331,0,3,1,62,4,18,1,True,False,False,True,False,False,False
15560,26,1,23.224805541025887,0,2,13,95,8,48,2,False,False,True,True,False,False,False
15561,36,0,17.272856360003843,0,1,15,55,73,40,2,False,False,False,True,False,False,False
15562,37,0,22.37932155782813,1,3,1,65,27,27,1,False,False,True,False,False,False,True
15563,40,1,4.342941743268284,0,2,9,115,16,32,2,True,False,False,True,False,False,False
15564,28,0,22.298086421943974,0,1,2,40,27,7,1,False,False,False,True,False,False,False
15565,26,0,13.890907514894156,1,3,15,54,35,16,2,False,False,False,False,False,True,False
15566,18,0,10.775644923324457,0,1,14,55,47,43,2,False,False,False,False,False,False,True
15567,27,1,10.89233251878672,0,3,1,89,36,28,1,False,False,True,True,False,False,False
15568,32,1,22.87066678959794,0,3,7,42,73,7,1,False,False,False,False,True,False,False
15569,42,1,8.770229191040675,0,2,14,137,19,11,3,True,False,False,False,False,False,True
15570,33,0,3.730875511767042,0,1,16,88,86,32,3,False,False,True,False,True,False,False
15571,17,0,14.2055646384044,0,2,0,144,37,26,1,False,False,True,False,False,False,True
15572,33,0,2.6624064924753332,0,2,11,177,95,5,3,False,False,True,True,False,False,False
15573,34,1,17.096376993177362,1,3,3,134,73,13,3,True,False,False,False,False,False,False
15574,39,1,0.0183405926171715,1,3,14,172,46,24,3,True,False,False,False,False,False,True
15575,25,1,9.802697057350931,0,1,15,162,57,45,3,False,False,True,True,False,False,False
15576,31,0,19.194864703122207,0,2,16,118,29,14,3,True,False,False,False,False,False,True
15577,49,0,9.81669356220742,0,1,1,40,19,6,1,False,False,True,False,False,False,True
15578,28,0,18.375639027793277,0,3,12,150,44,15,3,False,False,True,False,True,False,False
15579,33,0,16.88827663841918,0,1,10,29,9,12,1,False,False,True,False,True,False,False
15580,17,0,16.074318554968897,0,3,2,153,62,47,2,True,False,False,False,False,True,False
15581,48,0,9.9346870475846,0,3,4,83,34,15,2,False,False,True,False,True,False,False
15582,36,1,22.04192838239568,0,2,12,66,21,45,2,False,False,True,False,False,False,True
15583,41,1,8.642081900567666,0,2,19,79,35,24,3,False,False,True,False,False,False,False
15584,35,1,9.15710751551294,0,2,12,48,50,25,2,False,False,False,False,True,False,False
15585,45,0,16.739954941361503,0,2,16,49,13,37,2,True,False,False,False,True,False,False
15586,41,0,17.913310869476398,1,1,10,120,75,17,2,True,False,False,False,False,False,False
15587,16,0,7.551504841904554,0,1,10,128,34,39,2,False,False,True,False,False,True,False
15588,23,0,19.109325057269675,0,2,15,161,74,11,3,True,False,False,False,False,True,False
15589,33,1,19.84445840045677,1,1,2,116,12,3,1,False,False,True,True,False,False,False
15590,24,0,1.090242904291595,1,3,0,85,95,24,1,False,True,False,False,True,False,False
15591,21,0,11.270828585406695,0,2,17,36,30,43,2,True,False,False,False,False,True,False
15592,18,0,15.830380586566855,0,3,18,130,75,37,3,False,False,False,True,False,False,False
15593,29,1,6.013575781002082,0,1,16,149,30,47,3,False,False,True,False,False,True,False
15594,26,1,15.892125653809709,0,2,3,77,10,1,1,True,False,False,False,False,False,False
15595,20,1,4.248057594428276,0,1,6,30,48,22,1,True,False,False,False,False,False,True
15596,23,0,0.2484098596298398,0,1,4,173,49,7,2,False,False,False,False,False,False,False
15597,49,0,13.94122244481915,0,1,6,40,8,0,1,True,False,False,False,False,False,False
15598,22,1,1.6021117024837448,1,2,0,114,75,20,1,False,False,True,False,False,False,False
15599,21,0,10.843962012751316,0,2,2,31,31,22,1,False,False,True,False,False,False,False
15600,18,0,10.418217162383836,0,2,2,158,15,17,1,False,False,True,False,False,False,True
15601,27,0,22.850358041721513,1,2,5,136,95,40,2,False,False,True,False,False,False,True
15602,33,0,2.897114393523144,0,3,8,76,65,9,2,False,False,True,True,False,False,False
15603,21,0,12.01298851698002,0,1,2,97,86,16,1,False,False,True,False,False,True,False
15604,24,1,18.85386419825403,0,1,5,47,69,43,2,True,False,False,False,True,False,False
15605,39,0,2.537142963695172,1,3,10,66,4,16,2,False,False,False,False,False,False,True
15606,49,1,15.391732992706174,0,1,7,39,59,9,1,False,False,True,False,False,True,False
15607,39,1,23.01976601691467,1,2,1,141,46,43,1,True,False,False,True,False,False,False
15608,43,0,0.3570428152278984,1,3,9,83,55,0,2,False,False,False,False,False,True,False
15609,26,0,11.228183223307036,0,1,3,169,27,32,2,True,False,False,False,True,False,False
15610,26,0,20.518392452139818,0,1,7,80,65,16,2,True,False,False,False,False,False,False
15611,20,1,4.388901097600778,0,1,14,178,56,2,3,False,False,True,False,True,False,False
15612,24,0,14.74627200072521,0,2,16,97,88,19,3,False,False,True,False,True,False,False
15613,16,1,13.56757183379263,1,1,8,104,34,38,2,True,False,False,False,False,False,True
15614,39,1,16.534363415506927,0,1,5,129,92,12,2,False,False,True,False,False,False,True
15615,21,1,17.489905953305367,0,3,8,36,9,20,1,True,False,False,False,True,False,False
15616,37,1,14.338952900380336,0,1,0,137,71,33,1,False,False,False,False,False,False,False
15617,25,0,18.473160421706528,0,1,7,64,38,31,2,False,True,False,False,False,False,False
15618,37,0,5.504100925384912,0,2,17,166,35,22,3,False,False,False,False,False,False,True
15619,21,0,20.96709155639325,0,2,16,108,64,32,3,False,True,False,False,False,False,False
15620,41,0,21.89040131173104,0,1,18,32,72,47,2,False,True,False,False,True,False,False
15621,27,1,5.468477480620727,0,2,8,36,19,16,1,False,False,True,False,True,False,False
15622,31,1,23.763692633566727,0,1,5,56,25,32,1,False,True,False,True,False,False,False
15623,46,1,18.857068702808075,0,3,7,155,82,44,2,False,False,True,True,False,False,False
15624,40,0,2.404722018864301,0,1,9,131,80,31,2,False,False,False,False,True,False,False
15625,36,0,9.280673584500889,0,2,9,158,77,49,3,True,False,False,False,True,False,False
15626,27,0,0.1798943821457364,0,2,2,111,46,24,1,False,False,False,False,False,False,True
15627,26,0,10.854112158947393,0,1,19,52,33,36,2,False,True,False,False,False,True,False
15628,21,0,16.510277410250715,0,1,2,148,51,2,1,False,False,False,True,False,False,False
15629,15,1,8.712475472181406,0,2,2,149,55,23,2,False,False,False,False,False,False,False
15630,47,1,3.8285965446457713,0,1,0,29,35,23,3,False,False,True,False,True,False,False
15631,28,1,22.983278743252686,0,3,4,39,74,9,1,False,False,False,False,False,True,False
15632,31,0,3.665377112951898,0,2,14,52,24,21,2,False,False,True,False,False,True,False
15633,18,0,23.344961124405657,0,3,11,90,76,18,2,True,False,False,True,False,False,False
15634,15,1,16.071098988058317,0,1,14,141,16,28,3,True,False,False,False,False,False,True
15635,38,0,3.2976496652956566,0,2,8,73,14,20,2,True,False,False,False,True,False,False
15636,48,1,20.19073559388599,1,2,2,34,7,45,1,False,False,False,False,True,False,False
15637,48,0,21.065418472521618,0,1,15,39,7,2,2,False,False,True,False,False,True,False
15638,38,1,3.5823766717787837,0,1,1,86,61,29,1,True,False,False,False,False,False,True
15639,29,1,13.97350353159859,0,3,0,60,69,31,1,True,False,False,False,False,True,False
15640,31,0,21.23019824440115,1,2,7,69,10,10,2,True,False,False,False,False,False,False
15641,27,1,18.541782728007203,0,2,16,27,36,21,2,True,False,False,False,False,False,False
15642,21,0,4.957916016116438,0,2,8,138,34,31,2,False,False,True,False,True,False,False
15643,23,0,2.3249373241135576,0,1,11,118,91,16,2,False,False,True,True,False,False,False
15644,49,1,13.960395447092578,0,2,4,56,47,5,1,False,True,False,False,False,True,False
15645,37,1,11.561585213263204,0,1,12,53,37,29,2,False,True,False,False,True,False,False
15646,37,1,23.254911945061416,0,1,10,167,52,22,3,True,False,False,False,False,False,False
15647,40,0,10.342776264502817,0,2,11,75,23,22,2,False,False,True,False,False,True,False
15648,15,0,3.4523516964548664,1,1,13,63,46,24,3,False,False,True,False,True,False,False
15649,28,1,9.106327607086708,0,1,18,87,16,30,3,False,True,False,True,False,False,False
15650,46,0,1.160646253668025,0,3,16,163,65,35,3,False,False,False,False,True,False,False
15651,24,1,11.32830006456829,0,3,18,52,85,22,2,False,False,True,False,False,False,False
15652,15,0,23.738576073214855,0,2,5,29,1,3,1,True,False,False,False,False,False,True
15653,19,1,16.726196416965845,1,3,2,96,85,43,2,False,True,False,False,True,False,False
15654,17,1,9.185485084457117,1,1,11,153,58,1,3,False,False,True,False,False,False,True
15655,41,1,21.733270544508983,0,3,2,115,61,16,1,True,False,False,False,False,False,True
15656,36,1,7.153619367417833,0,1,9,90,61,49,2,False,True,False,False,True,False,False
15657,32,0,12.21457945378294,1,2,8,162,15,17,2,False,False,False,False,False,False,False
15658,30,0,19.710594372806113,1,1,6,85,36,44,2,False,False,True,False,False,False,True
15659,16,0,16.732652405207997,0,1,1,76,62,42,1,False,True,False,False,False,False,True
15660,27,0,1.222108714640331,0,1,8,11,39,8,1,False,False,True,False,True,False,False
15661,30,0,21.370223872399272,1,1,14,82,88,8,2,False,False,True,False,False,False,False
15662,22,1,15.04654176196425,1,1,0,159,85,44,1,False,False,True,False,False,True,False
15663,22,0,23.703572660253148,0,2,9,152,35,41,1,False,False,True,False,False,True,False
15664,24,1,21.760204913436095,1,2,0,71,62,40,1,False,False,False,True,False,False,False
15665,47,1,11.139919384226411,1,2,11,65,81,33,2,False,False,True,False,True,False,False
15666,45,0,18.37324217773833,0,1,17,73,60,12,2,False,False,False,False,False,False,True
15667,26,0,18.08376134514311,0,1,8,84,3,49,2,False,False,False,False,False,False,False
15668,23,0,0.9112247651259642,0,1,6,102,16,31,2,False,False,True,False,False,False,True
15669,23,1,12.61466371829384,0,1,13,116,7,8,3,True,False,False,False,False,True,False
15670,32,0,10.41938592518946,0,1,19,107,82,10,3,False,False,False,False,False,False,False
15671,44,1,5.882019670556455,0,2,2,130,42,38,2,True,False,False,False,False,False,False
15672,46,0,1.2924977722009825,1,1,17,45,49,42,2,False,False,True,False,True,False,False
15673,37,0,14.829527114333146,0,3,6,59,99,0,2,False,False,True,False,True,False,False
15674,25,0,10.154694368704462,0,2,0,13,49,40,2,True,False,False,True,False,False,False
15675,34,0,0.5331109426498442,0,3,17,88,10,37,3,True,False,False,False,True,False,False
15676,33,1,23.58379223827533,0,2,6,56,67,34,2,False,False,False,False,False,False,True
15677,40,1,23.88818702824205,0,3,6,98,87,10,2,False,False,True,False,False,False,False
15678,24,1,22.01561999647964,0,1,15,157,10,21,3,True,False,False,False,False,False,True
15679,38,0,7.419207785053859,0,1,1,60,33,21,1,False,False,False,True,False,False,False
15680,27,1,16.456031529365372,0,1,13,57,63,46,2,False,True,False,False,False,False,False
15681,48,0,19.233322599205437,0,3,19,51,71,5,2,False,False,True,True,False,False,False
15682,43,0,3.766015810375349,0,1,12,32,1,47,2,True,False,False,False,False,False,False
15683,21,0,11.622605118195702,0,2,13,90,33,9,2,False,False,True,False,True,False,False
15684,44,0,17.705027141076407,0,2,13,12,93,21,3,False,False,True,False,True,False,False
15685,31,0,7.156211706762015,1,3,19,82,98,22,3,True,False,False,False,False,True,False
15686,27,0,2.3494171378390156,1,1,3,68,48,11,1,False,False,True,False,False,True,False
15687,38,1,13.206679702987586,0,2,12,171,58,31,2,True,False,False,False,False,True,False
15688,45,1,9.860297781432925,0,1,13,63,21,29,2,False,False,True,False,False,True,False
15689,41,0,10.835731776210077,0,3,10,174,26,17,3,False,True,False,False,True,False,False
15690,35,1,19.864502467294567,1,3,7,124,82,12,2,False,False,True,True,False,False,False
15691,15,1,9.741828954901974,0,1,4,159,47,31,2,False,False,True,False,False,False,True
15692,29,1,14.00822154441121,0,2,15,168,3,5,3,True,False,False,False,False,True,False
15693,17,1,21.08743299718603,1,3,8,171,5,6,2,True,False,False,True,False,False,False
15694,20,0,15.475741340434729,1,1,2,105,47,13,1,False,False,True,False,False,True,False
15695,28,0,17.567462538641156,0,2,3,26,13,20,1,False,False,False,False,False,True,False
15696,47,0,15.447863003035549,0,3,12,91,28,31,2,False,False,False,False,True,False,False
15697,22,1,9.219492155222106,1,2,12,160,79,30,3,True,False,False,True,False,False,False
15698,40,1,2.6663749694826553,0,2,15,174,22,21,1,False,False,True,False,False,True,False
15699,29,0,9.246699095537146,0,1,4,171,51,25,2,False,True,False,False,True,False,False
15700,28,1,14.558256450376568,0,2,15,143,58,38,3,False,False,False,False,False,False,False
15701,34,0,0.6901183284725656,0,3,9,97,41,28,2,False,False,True,False,False,True,False
15702,33,1,19.383167929921484,0,3,3,106,74,21,2,False,False,False,False,False,False,False
15703,47,0,21.31364440497217,0,1,0,179,52,36,1,False,False,True,False,False,False,True
15704,38,1,0.7536229671968693,1,1,13,51,88,35,2,False,False,True,False,True,False,False
15705,24,0,13.342749587637396,0,1,15,63,43,27,2,True,False,False,False,False,False,False
15706,48,0,22.64018488137708,1,3,14,113,84,11,3,False,False,False,True,False,False,False
15707,30,1,11.31020836774958,0,1,13,124,70,37,3,False,True,False,True,False,False,False
15708,29,0,20.986293680790805,0,1,8,53,40,21,2,False,True,False,False,True,False,False
15709,32,1,4.699484924378176,0,1,9,88,24,34,2,True,False,False,False,False,False,True
15710,21,0,2.029627097405738,0,2,3,96,29,41,2,False,False,False,False,False,True,False
15711,36,1,20.38409641144142,0,1,7,155,83,1,2,True,False,False,False,False,False,False
15712,46,1,11.344530067316777,0,1,17,78,59,16,2,False,False,True,True,False,False,False
15713,33,0,8.072193273056076,0,3,7,29,23,27,1,False,False,True,False,False,False,False
15714,15,1,13.200627165642874,0,1,10,79,63,35,2,False,True,False,True,False,False,False
15715,49,0,17.57040029389222,1,1,0,49,58,14,1,False,False,True,True,False,False,False
15716,19,1,11.638160309508036,1,2,9,120,2,5,2,False,False,False,False,False,False,False
15717,26,0,8.36048403974092,1,1,6,106,32,41,2,False,False,True,False,True,False,False
15718,26,0,21.614659863877904,0,1,16,160,32,40,3,True,False,False,False,True,False,False
15719,35,1,14.931850516418564,0,2,8,59,81,37,2,False,False,True,False,False,False,False
15720,33,0,14.805773850824744,1,1,4,177,86,24,2,False,False,False,False,False,True,False
15721,23,0,14.257883489167014,0,3,5,134,20,46,2,False,False,True,False,False,False,True
15722,46,0,8.47557950879202,0,2,7,161,78,36,2,False,False,False,False,True,False,False
15723,49,1,22.91474915053135,0,1,6,85,78,19,2,False,False,True,True,False,False,False
15724,45,0,22.789229445735003,1,2,18,64,53,36,2,False,False,False,True,False,False,False
15725,46,0,16.99222155875882,1,1,16,54,93,44,2,True,False,False,False,False,True,False
15726,46,0,9.524920262166187,0,1,4,74,60,4,1,True,False,False,False,False,False,False
15727,44,0,6.808377907080188,0,2,4,98,99,1,2,False,False,True,False,False,True,False
15728,46,1,23.183268926484857,0,1,15,128,51,36,3,True,False,False,False,False,False,False
15729,16,1,9.145570986616118,0,3,12,122,87,6,3,False,False,True,True,False,False,False
15730,25,1,8.15309633887885,1,3,10,108,70,16,2,False,False,False,False,False,True,False
15731,34,0,22.695528047531205,0,1,18,113,30,31,3,False,False,False,False,True,False,False
15732,23,0,6.478712409425055,0,1,14,121,99,6,3,False,False,True,False,False,False,False
15733,33,1,6.905485309283403,1,3,3,178,16,18,2,False,True,False,False,False,False,False
15734,21,1,9.670830380297652,0,1,11,50,52,17,2,False,False,False,False,True,False,False
15735,19,1,22.71799698767431,0,1,5,109,14,42,2,False,False,True,True,False,False,False
15736,38,0,3.8822703221547927,0,1,1,28,99,23,1,False,False,False,False,False,False,True
15737,21,1,14.7976776267641,0,1,0,95,21,48,1,False,False,True,True,False,False,False
15738,25,0,15.136296447446547,0,1,12,76,96,19,2,True,False,False,False,True,False,False
15739,23,1,17.505520334190955,0,3,4,150,48,49,2,False,False,True,False,True,False,False
15740,44,1,6.571071440860294,0,1,13,129,5,0,3,False,True,False,False,False,False,False
15741,17,1,7.185917308042223,0,1,3,76,86,42,2,False,False,True,False,False,True,False
